Date,Client,AM,Use Case,Notes,Code
2024-07-22,Tiger,Olivia,GGS,They were looking for some GGS data,"{
  ""delivery_information"": {
    ""response_format"": ""csv""
  },
  ""report_query"": {
    ""tables"": [
      {
        ""vtable"": ""traffic_and_engagement"",
        ""granularity"": ""monthly"",
        ""start_date"": ""2024-06"",
        ""end_date"": ""2024-06"",
        ""filters"": {
          ""include_subdomains"": true
        },
        ""metrics"": [
          ""all_traffic_visits""
        ],
        ""query"": {
          ""gt"": [""all_traffic_visits"", 10000]
        }
      }
    ]
  }
}
"
